zone,zip_code,state,delegation,Cuentas,balance
Iztapalapa 1,09320,Ciudad de México,Iztapalapa,1,0.0
Iztapalapa 1,09360,Ciudad de México,Iztapalapa,4,8206.17
Iztapalapa 1,09400,Ciudad de México,Iztapalapa,2,16167.73
Iztapalapa 1,09410,Ciudad de México,Iztapalapa,2,21698.33
Iztapalapa 1,09440,Ciudad de México,Iztapalapa,2,7912.99
Iztapalapa 1,09450,Ciudad de México,Iztapalapa,1,4220.92
Iztapalapa 1,09500,Ciudad de México,Iztapalapa,4,43207.94
Iztapalapa 1,09510,Ciudad de México,Iztapalapa,2,8799.03
Iztapalapa 1,09520,Ciudad de México,Iztapalapa,3,20499.48
Iztapalapa 1,09570,Ciudad de México,Iztapalapa,5,22539.16
Iztapalapa 1,09578,Ciudad de México,Iztapalapa,2,0.0
Iztapalapa 1,09600,Ciudad de México,Iztapalapa,2,5920.55
Iztapalapa 1,09609,Ciudad de México,Iztapalapa,2,3409.44
Iztapalapa 1,09620,Ciudad de México,Iztapalapa,2,26475.27
Iztapalapa 1,09630,Ciudad de México,Iztapalapa,4,3237.77
Iztapalapa 1,09638,Ciudad de México,Iztapalapa,3,22790.28
Iztapalapa 1,09640,Ciudad de México,Iztapalapa,10,82986.18
Iztapalapa 1,09648,Ciudad de México,Iztapalapa,2,0.0
Iztapalapa 1,09660,Ciudad de México,Iztapalapa,2,0.0
Iztapalapa 1,09670,Ciudad de México,Iztapalapa,1,0.0
Iztapalapa 1,09690,Ciudad de México,Iztapalapa,6,4004.76
Iztapalapa 1,09696,Ciudad de México,Iztapalapa,1,14278.77
Iztapalapa 1,09698,Ciudad de México,Iztapalapa,1,20651.34
Iztapalapa 1,09700,Ciudad de México,Iztapalapa,14,51364.009999999995
Iztapalapa 1,09708,Ciudad de México,Iztapalapa,1,0.0
Iztapalapa 1,09720,Ciudad de México,Iztapalapa,4,11890.23
Iztapalapa 1,09740,Ciudad de México,Iztapalapa,1,7000.0
Iztapalapa 1,09750,Ciudad de México,Iztapalapa,9,92158.31
Iztapalapa 1,09760,Ciudad de México,Iztapalapa,1,0.0
Iztapalapa 1,09770,Ciudad de México,Iztapalapa,2,7027.99
Iztapalapa 1,09780,Ciudad de México,Iztapalapa,3,12224.11
Iztapalapa 1,09790,Ciudad de México,Iztapalapa,2,15981.9
Iztapalapa 1,09800,Ciudad de México,Iztapalapa,1,0.0
Iztapalapa 1,09819,Ciudad de México,Iztapalapa,1,0.0
Iztapalapa 1,09820,Ciudad de México,Iztapalapa,1,6618.89
Iztapalapa 1,09829,Ciudad de México,Iztapalapa,2,0.0
Iztapalapa 1,09830,Ciudad de México,Iztapalapa,7,13559.1
Iztapalapa 1,09840,Ciudad de México,Iztapalapa,1,0.0
Iztapalapa 1,09849,Ciudad de México,Iztapalapa,1,3541.53
Iztapalapa 1,09850,Ciudad de México,Iztapalapa,2,7597.0
Iztapalapa 1,09856,Ciudad de México,Iztapalapa,1,0.0
Iztapalapa 1,09900,Ciudad de México,Iztapalapa,8,2358.01
Iztapalapa 1,09910,Ciudad de México,Iztapalapa,3,3818.71
Iztapalapa 1,09920,Ciudad de México,Iztapalapa,5,10416.39
Iztapalapa 1,09960,Ciudad de México,Iztapalapa,3,26991.15
Iztapalapa 1,09969,Ciudad de México,Iztapalapa,1,453.2
Iztapalapa 1,09970,Ciudad de México,Iztapalapa,4,102947.16
Iztapalapa 1,13000,Ciudad de México,Tláhuac,1,27502.68
Iztapalapa 1,13010,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13040,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13050,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13060,Ciudad de México,Tláhuac,1,12413.12
Iztapalapa 1,13070,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13080,Ciudad de México,Tláhuac,2,6634.01
Iztapalapa 1,13093,Ciudad de México,Tláhuac,1,9697.91
Iztapalapa 1,13200,Ciudad de México,Tláhuac,2,0.0
Iztapalapa 1,13219,Ciudad de México,Tláhuac,2,0.0
Iztapalapa 1,13220,Ciudad de México,Tláhuac,2,0.0
Iztapalapa 1,13250,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13270,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13278,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13280,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13300,Ciudad de México,Tláhuac,1,862.82
Iztapalapa 1,13360,Ciudad de México,Tláhuac,2,33161.100000000006
Iztapalapa 1,13420,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13440,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13530,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13540,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,13546,Ciudad de México,Tláhuac,1,0.0
Iztapalapa 1,14300,Ciudad de México,Tlalpan,1,8821.63
Iztapalapa 1,14749,Ciudad de México,Tlalpan,1,0.0
Iztapalapa 1,15530,Ciudad de México,Venustiano Carranza,1,7750.72
Iztapalapa 1,15970,Ciudad de México,Venustiano Carranza,1,0.0
Iztapalapa 1,16440,Ciudad de México,Xochimilco,1,0.0
Iztapalapa 1,16450,Ciudad de México,Xochimilco,1,9726.36
Iztapalapa 1,16610,Ciudad de México,Xochimilco,1,5337.6
Iztapalapa 1,16720,Ciudad de México,Xochimilco,1,0.0
Iztapalapa 1,16739,Ciudad de México,Xochimilco,1,0.0
Iztapalapa 1,16740,Ciudad de México,Xochimilco,1,0.0
Iztapalapa 1,16770,Ciudad de México,Xochimilco,1,0.0
Iztapalapa 1,16780,Ciudad de México,Xochimilco,2,0.0
Iztapalapa 1,51950,México,Tonatico,1,0.0
Iztapalapa 1,55635,México,Zumpango,1,0.0
Iztapalapa 1,56363,México,Chimalhuacán,1,0.0
Iztapalapa 1,56605,México,Chalco,1,0.0
Iztapalapa 1,56640,México,Chalco,1,0.0
Iztapalapa 1,57000,México,Nezahualcóyotl,1,0.0
Iztapalapa 1,57820,México,Nezahualcóyotl,1,0.0
Legal,04400,Ciudad de México,Coyoacán,1,0.0
Legal,09220,Ciudad de México,Iztapalapa,1,0.0
Legal,15240,Ciudad de México,Venustiano Carranza,1,0.0
Legal,52997,México,Atizapán de Zaragoza,1,0.0
Legal,54140,México,Tlalnepantla de Baz,1,0.0
Legal,54667,México,Coyotepec,1,0.0
Legal,54715,México,Cuautitlán Izcalli,3,0.0
Legal,54720,México,Cuautitlán Izcalli,2,0.0
Legal,54745,México,Cuautitlán Izcalli,2,0.0
Legal,54753,México,Cuautitlán Izcalli,1,0.0
Legal,54760,México,Cuautitlán Izcalli,1,0.0
Legal,54786,México,Teoloyucan,1,0.0
Legal,54850,México,Cuautitlán,1,0.0
Legal,54870,México,Cuautitlán,1,0.0
Legal,54890,México,Melchor Ocampo,1,0.0
Legal,54930,México,Tultitlán,1,0.0
Legal,54963,México,Tultepec,1,0.0
Legal,54967,México,Tultepec,1,0.0
Legal,54987,México,Tultepec,2,0.0
Legal,55717,México,Coacalco de Berriozábal,1,0.0
Legal,55763,México,Tecámac,1,0.0
Legal,55764,México,Tecámac,1,0.0
Legal,55780,México,Jaltenco,1,0.0
Legal,56030,México,Chiautla,1,0.0
Legal,56205,México,Texcoco,1,0.0
Legal,56217,México,Texcoco,1,0.0
Legal,56226,México,Texcoco,1,0.0
Legal,56236,México,Texcoco,1,0.0
Legal,56260,México,Texcoco,1,0.0
Legal,56270,México,Chiconcuac,1,0.0
Legal,56300,México,Atenco,1,0.0
Legal,56335,México,Chimalhuacán,1,0.0
Legal,56353,México,Chimalhuacán,1,0.0
Legal,56370,México,Chicoloapan,1,0.0
Legal,56377,México,Chicoloapan,1,0.0
Legal,56383,México,Chicoloapan,1,0.0
Legal,56395,México,Chicoloapan,1,0.0
Legal,57200,México,Nezahualcóyotl,1,0.0
Legal,57210,México,Nezahualcóyotl,1,0.0
Legal,57510,México,Nezahualcóyotl,1,0.0
Nezahualcoyotl,07910,Ciudad de México,Gustavo A. Madero,1,0.0
Nezahualcoyotl,08100,Ciudad de México,Iztacalco,4,0.0
Nezahualcoyotl,08510,Ciudad de México,Iztacalco,1,12000.0
Nezahualcoyotl,09100,Ciudad de México,Iztapalapa,6,29566.87
Nezahualcoyotl,09510,Ciudad de México,Iztapalapa,2,28483.75
Nezahualcoyotl,09560,Ciudad de México,Iztapalapa,2,6858.6
Nezahualcoyotl,09600,Ciudad de México,Iztapalapa,1,0.0
Nezahualcoyotl,09609,Ciudad de México,Iztapalapa,1,0.0
Nezahualcoyotl,09630,Ciudad de México,Iztapalapa,1,0.0
Nezahualcoyotl,11860,Ciudad de México,Miguel Hidalgo,1,0.0
Nezahualcoyotl,15810,Ciudad de México,Venustiano Carranza,1,0.0
Nezahualcoyotl,56000,México,Tezoyuca,1,0.0
Nezahualcoyotl,56100,México,Texcoco,1,3637.85
Nezahualcoyotl,56130,México,Texcoco,1,50709.68
Nezahualcoyotl,56250,México,Texcoco,1,0.0
Nezahualcoyotl,56330,México,Chimalhuacán,1,0.0
Nezahualcoyotl,56334,México,Chimalhuacán,9,16896.22
Nezahualcoyotl,56335,México,Chimalhuacán,6,19870.97
Nezahualcoyotl,56337,México,Chimalhuacán,3,6836.1
Nezahualcoyotl,56338,México,Chimalhuacán,1,0.0
Nezahualcoyotl,56340,México,Chimalhuacán,12,32538.99
Nezahualcoyotl,56343,México,Chimalhuacán,7,16658.79
Nezahualcoyotl,56344,México,Chimalhuacán,3,113916.08
Nezahualcoyotl,56346,México,Chimalhuacán,3,5309.8
Nezahualcoyotl,56350,México,Chimalhuacán,10,22540.86
Nezahualcoyotl,56353,México,Chimalhuacán,1,4185.18
Nezahualcoyotl,56356,México,Chimalhuacán,8,20361.379999999997
Nezahualcoyotl,56360,México,Chimalhuacán,1,0.0
Nezahualcoyotl,56363,México,Chimalhuacán,2,10868.85
Nezahualcoyotl,56366,México,Chimalhuacán,4,3103.26
Nezahualcoyotl,56370,México,Chicoloapan,6,37334.090000000004
Nezahualcoyotl,56373,México,Chicoloapan,2,2035.54
Nezahualcoyotl,56376,México,Chicoloapan,3,16850.29
Nezahualcoyotl,56377,México,Chicoloapan,1,0.0
Nezahualcoyotl,56380,México,Chicoloapan,1,59415.88
Nezahualcoyotl,56386,México,Chicoloapan,1,0.0
Nezahualcoyotl,56390,México,Chicoloapan,7,48758.35
Nezahualcoyotl,56400,México,La Paz,7,4058.4
Nezahualcoyotl,56430,México,La Paz,3,8319.45
Nezahualcoyotl,56490,México,La Paz,7,19069.29
Nezahualcoyotl,56495,México,La Paz,1,0.0
Nezahualcoyotl,56500,México,La Paz,2,10333.050000000001
Nezahualcoyotl,56507,México,La Paz,5,6887.03
Nezahualcoyotl,56509,México,La Paz,1,1694.26
Nezahualcoyotl,56510,México,La Paz,2,7035.62
Nezahualcoyotl,56512,México,La Paz,3,98119.88
Nezahualcoyotl,56513,México,La Paz,1,10581.87
Nezahualcoyotl,56516,México,La Paz,1,0.0
Nezahualcoyotl,56520,México,La Paz,1,0.0
Nezahualcoyotl,56524,México,La Paz,1,2395.47
Nezahualcoyotl,56529,México,La Paz,1,1306.93
Nezahualcoyotl,56607,México,Chalco,1,0.0
Nezahualcoyotl,56618,México,Valle de Chalco Solidaridad,2,12846.74
Nezahualcoyotl,56776,México,Ayapango,1,124443.53
Nezahualcoyotl,57000,México,Nezahualcóyotl,42,174526.55
Nezahualcoyotl,57120,México,Nezahualcóyotl,3,28214.05
Nezahualcoyotl,57150,México,Nezahualcóyotl,1,1709.6
Nezahualcoyotl,57200,México,Nezahualcóyotl,14,61771.83
Nezahualcoyotl,57210,México,Nezahualcóyotl,16,28094.260000000002
Nezahualcoyotl,57300,México,Nezahualcóyotl,5,5593.69
Nezahualcoyotl,57310,México,Nezahualcóyotl,6,16810.47
Nezahualcoyotl,57410,México,Nezahualcóyotl,6,0.0
Nezahualcoyotl,57420,México,Nezahualcóyotl,1,10000.0
Nezahualcoyotl,57430,México,Nezahualcóyotl,1,0.0
Nezahualcoyotl,57460,México,Nezahualcóyotl,2,9636.62
Nezahualcoyotl,57500,México,Nezahualcóyotl,3,1463.71
Nezahualcoyotl,57510,México,Nezahualcóyotl,1,8349.67
Nezahualcoyotl,57600,México,Nezahualcóyotl,1,0.0
Nezahualcoyotl,57620,México,Nezahualcóyotl,1,0.0
Nezahualcoyotl,57700,México,Nezahualcóyotl,5,182587.42
Nezahualcoyotl,57708,México,Nezahualcóyotl,1,0.0
Nezahualcoyotl,57710,México,Nezahualcóyotl,8,81112.26000000001
Nezahualcoyotl,57720,México,Nezahualcóyotl,2,0.0
Nezahualcoyotl,57730,México,Nezahualcóyotl,2,17363.12
Nezahualcoyotl,57740,México,Nezahualcóyotl,4,5875.59
Nezahualcoyotl,57750,México,Nezahualcóyotl,3,17867.11
Nezahualcoyotl,57800,México,Nezahualcóyotl,10,35164.72
Nezahualcoyotl,57820,México,Nezahualcóyotl,10,78179.75
Nezahualcoyotl,57830,México,Nezahualcóyotl,1,0.0
Nezahualcoyotl,57840,México,Nezahualcóyotl,3,26746.11
Nezahualcoyotl,57900,México,Nezahualcóyotl,1,0.0
Nezahualcoyotl,57940,México,Nezahualcóyotl,1,0.0
Puebla,72000,Puebla,Puebla,1,15058.8
Puebla,72014,Puebla,Puebla,1,0.0
Puebla,72019,Puebla,Puebla,11,93623.56999999999
Puebla,72044,Puebla,Puebla,1,6886.14
Puebla,72070,Puebla,Puebla,1,4802.14
Puebla,72080,Puebla,Puebla,2,17351.47
Puebla,72104,Puebla,Puebla,1,3571.3
Puebla,72116,Puebla,Puebla,1,26815.09
Puebla,72120,Puebla,Puebla,1,18599.03
Puebla,72200,Puebla,Puebla,2,28709.98
Puebla,72210,Puebla,Puebla,1,15104.35
Puebla,72227,Puebla,Puebla,1,0.0
Puebla,72229,Puebla,Puebla,1,4524.5
Puebla,72240,Puebla,Puebla,1,7745.18
Puebla,72290,Puebla,Puebla,1,0.0
Puebla,72307,Puebla,Puebla,1,0.0
Puebla,72320,Puebla,Puebla,1,8865.01
Puebla,72330,Puebla,Puebla,1,9911.94
Puebla,72365,Puebla,Puebla,3,2592.09
Puebla,72370,Puebla,Puebla,1,2047.92
Puebla,72377,Puebla,Puebla,7,105631.34
Puebla,72380,Puebla,Puebla,2,13424.13
Puebla,72390,Puebla,Puebla,1,0.0
Puebla,72464,Puebla,Puebla,1,20816.22
Puebla,72470,Puebla,Puebla,7,25612.77
Puebla,72474,Puebla,Puebla,2,7013.65
Puebla,72477,Puebla,Puebla,1,331.87
Puebla,72490,Puebla,Puebla,20,157368.96
Puebla,72495,Puebla,Puebla,2,7276.15
Puebla,72498,Puebla,Puebla,7,46740.53
Puebla,72499,Puebla,Puebla,4,27922.739999999998
Puebla,72520,Puebla,Puebla,2,1607.79
Puebla,72530,Puebla,Puebla,1,0.0
Puebla,72550,Puebla,Puebla,1,0.0
Puebla,72560,Puebla,Puebla,1,4358.64
Puebla,72580,Puebla,Puebla,2,14844.84
Puebla,72595,Puebla,Puebla,5,31867.230000000003
Puebla,72660,Puebla,Juan C. Bonilla,1,0.0
Puebla,72670,Puebla,Coronango,1,0.0
Puebla,72700,Puebla,Cuautlancingo,2,0.0
Puebla,72730,Puebla,Cuautlancingo,1,2611.59
Puebla,72760,Puebla,San Pedro Cholula,8,22444.23
Puebla,72775,Puebla,San Pedro Cholula,1,0.0
Puebla,72840,Puebla,San Andrés Cholula,2,28571.760000000002
Puebla,72850,Puebla,Ocoyucan,5,52909.46
Puebla,72960,Puebla,Puebla,4,109841.16
Puebla,72995,Puebla,Amozoc,1,12096.69
Puebla,74169,Puebla,Huejotzingo,1,24156.85
Puebla,75200,Puebla,Tepeaca,1,0.0
Texcoco,15810,Ciudad de México,Venustiano Carranza,1,5823.44
Texcoco,56030,México,Chiautla,10,56719.07
Texcoco,56033,México,Chiautla,3,0.0
Texcoco,56035,México,Chiautla,2,7304.97
Texcoco,56040,México,Chiautla,11,24319.95
Texcoco,56050,México,Papalotla,1,0.0
Texcoco,56100,México,Texcoco,12,127647.57
Texcoco,56105,México,Texcoco,2,0.0
Texcoco,56106,México,Texcoco,1,0.0
Texcoco,56110,México,Texcoco,1,0.0
Texcoco,56120,México,Texcoco,11,61327.13
Texcoco,56130,México,Texcoco,3,5847.32
Texcoco,56140,México,Texcoco,1,6238.01
Texcoco,56150,México,Texcoco,8,98644.8
Texcoco,56160,México,Texcoco,2,35447.84
Texcoco,56170,México,Texcoco,3,11079.46
Texcoco,56200,México,Texcoco,5,11853.99
Texcoco,56203,México,Texcoco,10,16774.1
Texcoco,56205,México,Texcoco,1,0.0
Texcoco,56208,México,Texcoco,7,96283.81
Texcoco,56210,México,Texcoco,3,11491.65
Texcoco,56216,México,Texcoco,1,0.0
Texcoco,56217,México,Texcoco,6,22451.1
Texcoco,56220,México,Texcoco,8,83118.97
Texcoco,56225,México,Texcoco,10,115565.68000000001
Texcoco,56226,México,Texcoco,1,21043.53
Texcoco,56227,México,Texcoco,1,0.0
Texcoco,56230,México,Texcoco,5,15900.95
Texcoco,56240,México,Texcoco,3,1834.23
Texcoco,56244,México,Texcoco,3,3079.69
Texcoco,56245,México,Texcoco,10,45990.53
Texcoco,56246,México,Texcoco,5,11226.08
Texcoco,56247,México,Texcoco,5,5428.74
Texcoco,56250,México,Texcoco,16,147641.79
Texcoco,56255,México,Texcoco,5,17315.0
Texcoco,56260,México,Texcoco,8,40063.94
Texcoco,56263,México,Texcoco,1,3160.53
Texcoco,56264,México,Texcoco,7,29841.85
Texcoco,56265,México,Texcoco,4,134334.11
Texcoco,56266,México,Texcoco,9,3803.14
Texcoco,56270,México,Chiconcuac,10,44856.79
Texcoco,56272,México,Chiconcuac,1,13445.01
Texcoco,56300,México,Atenco,6,16644.89
Texcoco,56304,México,Atenco,2,0.0
Texcoco,56314,México,Atenco,2,7114.08
Texcoco,56315,México,Atenco,1,22675.22
Texcoco,56330,México,Chimalhuacán,2,0.0
Texcoco,56334,México,Chimalhuacán,25,105627.08
Texcoco,56335,México,Chimalhuacán,23,61624.03
Texcoco,56337,México,Chimalhuacán,13,44955.29
Texcoco,56338,México,Chimalhuacán,3,5742.64
Texcoco,56340,México,Chimalhuacán,4,7730.34
Texcoco,56343,México,Chimalhuacán,1,15483.94
Texcoco,56344,México,Chimalhuacán,1,9314.06
Texcoco,56346,México,Chimalhuacán,1,10111.12
Texcoco,56350,México,Chimalhuacán,9,30344.06
Texcoco,56353,México,Chimalhuacán,2,0.0
Texcoco,56356,México,Chimalhuacán,9,9452.9
Texcoco,56360,México,Chimalhuacán,5,56535.2
Texcoco,56363,México,Chimalhuacán,9,33874.33
Texcoco,56366,México,Chimalhuacán,8,54368.0
Texcoco,56370,México,Chicoloapan,8,36099.24
Texcoco,56370,México,Chicoloapan de Juárez,1,8093.36
Texcoco,56373,México,Chicoloapan,7,31115.77
Texcoco,56375,México,Chicoloapan,1,0.0
Texcoco,56376,México,Chicoloapan,2,0.0
Texcoco,56377,México,Chicoloapan,5,28997.07
Texcoco,56380,México,Chicoloapan,5,56613.84
Texcoco,56383,México,Chicoloapan,4,23351.7
Texcoco,56384,México,Chicoloapan,1,0.0
Texcoco,56386,México,Chicoloapan,23,135367.02
Texcoco,56390,México,Chicoloapan,4,4520.209999999999
Texcoco,56514,México,La Paz,1,0.0
